编号,年龄,性别,学历,国家,日均上网时长(小时),是否影响学业,日均睡眠(小时),心理健康评分,感情状况,社交媒体冲突次数,网络成瘾评分,平台_Facebook,平台_Instagram,平台_KakaoTalk,平台_LINE,平台_LinkedIn,平台_Snapchat,平台_TikTok,平台_Twitter,平台_VKontakte,平台_WeChat,平台_WhatsApp,平台_YouTube,网络成瘾_正向,网络使用深度得分,学习状态得分,身心健康得分
517,19,0,Undergraduate,UAE,6.6,1,6.4,5,1,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.785714285714285,0,1.6206896551724141
518,21,1,Graduate,Poland,4.1,0,8.0,7,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.238095238095238,5,3.310344827586207
519,20,0,Undergraduate,India,6.9,1,5.9,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.8571428571428577,0,1.4051724137931036
520,22,1,Graduate,Canada,4.7,1,7.5,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.4761904761904763,0,3.0948275862068964
521,19,0,Undergraduate,Brazil,6.0,1,6.5,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.5476190476190474,0,2.163793103448276
522,21,1,Graduate,China,4.3,0,8.0,7,1,2,5,False,False,False,False,False,False,False,False,False,True,False,False,5,2.2857142857142856,5,3.310344827586207
523,20,0,Undergraduate,Netherlands,3.6,0,8.4,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.3571428571428568,5,3.9827586206896557
524,22,1,Graduate,New Zealand,4.5,1,7.7,7,1,3,6,True,False,False,False,False,False,False,False,False,False,False,False,4,2.4285714285714284,0,3.181034482758621
525,19,0,Undergraduate,Singapore,5.3,1,6.8,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.3809523809523805,0,2.293103448275862
526,21,1,Graduate,Malaysia,5.7,1,6.6,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.4761904761904763,0,2.206896551724138
527,20,0,Undergraduate,UAE,6.7,1,6.3,5,1,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.8095238095238093,0,1.5775862068965518
528,22,1,Graduate,Poland,4.0,0,8.1,7,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.2142857142857144,5,3.3534482758620685
529,19,0,Undergraduate,India,7.0,1,5.8,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.8809523809523814,0,1.3620689655172413
530,21,1,Graduate,Canada,4.6,1,7.6,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.452380952380952,0,3.137931034482758
531,20,0,Undergraduate,Brazil,5.9,1,6.6,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.5238095238095237,0,2.206896551724138
532,22,1,Graduate,China,4.2,0,8.1,7,1,2,5,False,False,False,False,False,False,False,False,False,True,False,False,5,2.261904761904762,5,3.3534482758620685
533,19,0,Undergraduate,Netherlands,3.5,0,8.5,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.333333333333333,5,4.025862068965518
534,21,1,Graduate,New Zealand,4.4,1,7.8,7,1,3,6,True,False,False,False,False,False,False,False,False,False,False,False,4,2.4047619047619047,0,3.224137931034483
535,20,0,Undergraduate,Singapore,5.4,1,6.7,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.404761904761904,0,2.2500000000000004
536,22,1,Graduate,Malaysia,5.8,1,6.5,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.5,0,2.163793103448276
537,19,0,Undergraduate,UAE,6.8,1,6.2,5,1,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.833333333333333,0,1.53448275862069
538,21,1,Graduate,Poland,3.9,0,8.2,7,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.1904761904761907,5,3.3965517241379306
539,20,0,Undergraduate,India,7.1,1,5.7,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.904761904761905,0,1.3189655172413794
540,22,1,Graduate,Canada,4.5,1,7.7,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.4285714285714284,0,3.181034482758621
541,19,0,Undergraduate,Brazil,5.8,1,6.7,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.5,0,2.2500000000000004
542,21,1,Graduate,China,4.1,0,8.2,7,1,2,5,False,False,False,False,False,False,False,False,False,True,False,False,5,2.238095238095238,5,3.3965517241379306
543,20,0,Undergraduate,Netherlands,3.4,0,8.6,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.3095238095238093,5,4.06896551724138
544,22,1,Graduate,New Zealand,4.3,1,7.9,7,1,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.380952380952381,0,3.267241379310345
545,19,0,Undergraduate,Singapore,5.5,1,6.6,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.428571428571428,0,2.206896551724138
546,21,1,Graduate,Malaysia,5.9,1,6.4,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.5238095238095237,0,2.120689655172414
547,20,0,Undergraduate,UAE,6.9,1,6.1,5,1,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.8571428571428577,0,1.4913793103448274
548,22,1,Graduate,Poland,3.8,0,8.3,7,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.166666666666667,5,3.4396551724137936
549,19,0,Undergraduate,India,7.2,1,5.6,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.928571428571429,0,1.275862068965517
550,21,1,Graduate,Canada,4.4,1,7.8,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.4047619047619047,0,3.224137931034483
551,20,0,Undergraduate,Brazil,5.7,1,6.8,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.4761904761904763,0,2.293103448275862
552,22,1,Graduate,China,4.0,0,8.3,7,1,2,5,False,False,False,False,False,False,False,False,False,True,False,False,5,2.2142857142857144,5,3.4396551724137936
553,19,0,Undergraduate,Netherlands,3.3,0,8.7,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.2857142857142856,5,4.112068965517242
554,21,1,Graduate,New Zealand,4.2,1,8.0,7,1,3,6,True,False,False,False,False,False,False,False,False,False,False,False,4,2.357142857142857,0,3.310344827586207
555,20,0,Undergraduate,Singapore,5.6,1,6.5,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.4523809523809517,0,2.163793103448276
556,22,1,Graduate,Malaysia,6.0,1,6.3,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.5476190476190474,0,2.0775862068965516
557,19,0,Undergraduate,UAE,7.0,1,6.0,5,1,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.8809523809523814,0,1.4482758620689657
558,21,1,Graduate,Poland,3.7,0,8.4,7,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.1428571428571432,5,3.4827586206896557
559,20,0,Undergraduate,India,7.3,1,5.5,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.9523809523809526,0,1.2327586206896552
560,22,1,Graduate,Canada,4.3,1,7.9,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.380952380952381,0,3.267241379310345
561,19,0,Undergraduate,Brazil,5.6,1,6.9,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.4523809523809517,0,2.336206896551724
562,21,1,Graduate,China,3.9,0,8.4,7,1,2,5,False,False,False,False,False,False,False,False,False,True,False,False,5,2.1904761904761907,5,3.4827586206896557
563,20,0,Undergraduate,Netherlands,3.2,0,8.8,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.261904761904762,5,4.155172413793104
564,22,1,Graduate,New Zealand,4.1,1,8.1,7,1,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.333333333333333,0,3.3534482758620685
565,19,0,Undergraduate,Singapore,5.7,1,6.4,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.4761904761904763,0,2.120689655172414
566,21,1,Graduate,Malaysia,6.1,1,6.2,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.571428571428571,0,2.03448275862069
567,20,0,Undergraduate,UAE,7.1,1,5.9,5,1,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.904761904761905,0,1.4051724137931036
568,22,1,Graduate,Poland,3.6,0,8.5,7,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.119047619047619,5,3.5258620689655173
569,19,0,Undergraduate,India,7.4,1,5.4,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.9761904761904763,0,1.1896551724137934
570,21,1,Graduate,Canada,4.2,1,8.0,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.357142857142857,0,3.310344827586207
571,20,0,Undergraduate,Spain,6.1,1,7.2,5,0,4,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.904761904761905,0,1.9655172413793105
572,23,1,Graduate,Denmark,3.8,0,7.8,8,1,2,4,False,False,False,False,False,False,False,True,False,False,False,False,6,2.404761904761905,5,3.724137931034483
573,19,0,Undergraduate,Ireland,5.5,1,6.8,6,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.5238095238095237,0,2.293103448275862
574,22,1,Graduate,India,7.2,1,5.9,4,0,5,9,True,False,False,False,False,False,False,False,False,False,False,False,1,3.0238095238095237,0,0.9051724137931038
575,21,0,Undergraduate,Switzerland,4.2,0,7.5,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.261904761904762,5,3.0948275862068964
576,24,1,Graduate,Turkey,6.8,1,6.2,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.833333333333333,0,1.53448275862069
577,20,0,Undergraduate,USA,5.9,1,6.7,6,1,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.5238095238095237,0,2.2500000000000004
578,22,1,Graduate,Mexico,6.5,1,6.1,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.7619047619047614,0,1.4913793103448274
579,19,0,Undergraduate,France,4.7,0,7.4,7,0,2,5,False,False,False,False,False,False,False,True,False,False,False,False,5,2.380952380952381,5,3.0517241379310347
580,23,1,Graduate,Canada,5.2,1,7.0,6,1,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.5952380952380953,0,2.3793103448275863
581,21,0,Undergraduate,UK,6.3,1,6.4,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.714285714285714,0,1.6206896551724141
582,24,1,Graduate,Italy,4.9,0,7.3,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.428571428571429,5,3.0086206896551726
583,20,0,Undergraduate,Russia,6.7,1,6.0,5,0,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.8095238095238093,0,1.4482758620689657
584,22,1,Graduate,China,5.8,1,6.5,6,1,3,7,False,False,False,False,False,False,False,False,False,True,False,False,3,2.5,0,2.163793103448276
585,19,0,Undergraduate,Japan,4.5,0,7.6,8,0,2,4,False,False,False,False,False,False,False,True,False,False,False,False,6,2.571428571428571,5,3.637931034482759
586,23,1,Graduate,Poland,6.4,1,6.3,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.7380952380952377,0,1.5775862068965518
587,21,0,Undergraduate,Finland,4.1,0,7.7,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.238095238095238,5,3.181034482758621
588,24,1,Graduate,Spain,6.6,1,6.2,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.785714285714285,0,1.53448275862069
589,20,0,Undergraduate,Denmark,4.4,0,7.4,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.3095238095238093,5,3.0517241379310347
590,22,1,Graduate,Ireland,5.7,1,6.8,6,0,3,7,False,False,False,False,False,False,False,True,False,False,False,False,3,2.4761904761904763,0,2.293103448275862
591,19,0,Undergraduate,India,7.0,1,5.8,4,0,5,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.9761904761904763,0,0.8620689655172414
592,23,1,Graduate,Switzerland,4.3,0,7.5,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.2857142857142856,5,3.0948275862068964
593,21,0,Undergraduate,Turkey,6.9,1,6.1,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.8571428571428577,0,1.4913793103448274
594,24,1,Graduate,USA,5.6,1,6.9,6,1,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.4523809523809517,0,2.336206896551724
595,20,0,Undergraduate,Mexico,6.2,1,6.3,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.6904761904761902,0,1.5775862068965518
596,21,1,Undergraduate,France,5.8,1,6.7,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.5,0,2.2500000000000004
597,23,0,Graduate,Canada,4.9,0,7.3,7,1,2,5,False,False,False,False,False,False,True,False,False,False,False,False,5,2.428571428571429,5,3.0086206896551726
598,20,1,Undergraduate,UK,6.4,1,6.2,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.7380952380952377,0,1.53448275862069
599,22,0,Graduate,Italy,5.1,0,7.1,7,1,2,5,False,False,False,False,False,False,False,True,False,False,False,False,5,2.4761904761904763,5,2.9224137931034484
600,19,1,Undergraduate,Russia,6.7,1,6.0,4,0,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.8095238095238093,0,0.9482758620689656
601,24,0,Graduate,China,5.5,1,6.8,6,1,3,7,False,False,False,False,False,False,False,False,False,True,False,False,3,2.428571428571428,0,2.293103448275862
602,21,1,Undergraduate,Japan,4.3,0,7.6,8,0,2,4,False,False,False,False,False,False,False,True,False,False,False,False,6,2.5238095238095237,5,3.637931034482759
603,23,0,Graduate,Poland,6.2,1,6.4,5,0,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.6904761904761902,0,1.6206896551724141
604,20,1,Undergraduate,Finland,4.5,0,7.4,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.333333333333333,5,3.0517241379310347
605,22,0,Graduate,Spain,6.3,1,6.3,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.714285714285714,0,1.5775862068965518
606,19,1,Undergraduate,Denmark,4.7,0,7.2,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.380952380952381,5,2.9655172413793105
607,24,0,Graduate,Ireland,5.9,1,6.6,6,0,3,7,False,False,False,False,False,False,False,True,False,False,False,False,3,2.5238095238095237,0,2.206896551724138
608,21,1,Undergraduate,India,7.1,1,5.7,4,0,5,9,True,False,False,False,False,False,False,False,False,False,False,False,1,3.0,0,0.8189655172413794
609,23,0,Graduate,Switzerland,4.4,0,7.4,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.3095238095238093,5,3.0517241379310347
610,20,1,Undergraduate,Turkey,6.6,1,6.2,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.785714285714285,0,1.53448275862069
611,22,0,Graduate,USA,5.4,1,6.9,6,1,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.404761904761904,0,2.336206896551724
612,19,1,Undergraduate,Mexico,6.5,1,6.1,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.7619047619047614,0,1.4913793103448274
613,24,0,Graduate,France,4.8,0,7.3,7,1,2,5,False,False,False,False,False,False,False,True,False,False,False,False,5,2.4047619047619047,5,3.0086206896551726
614,21,1,Undergraduate,Canada,5.7,1,6.7,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.4761904761904763,0,2.2500000000000004
615,23,0,Graduate,UK,6.1,1,6.4,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.6666666666666665,0,1.6206896551724141
616,20,1,Undergraduate,Italy,4.6,0,7.2,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.3571428571428568,5,2.9655172413793105
617,22,0,Graduate,Russia,6.8,1,5.9,4,0,5,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.928571428571429,0,0.9051724137931038
618,19,1,Undergraduate,China,5.6,1,6.8,6,1,3,7,False,False,False,False,False,False,False,False,False,True,False,False,3,2.4523809523809517,0,2.293103448275862
619,24,0,Graduate,Japan,4.2,0,7.5,8,0,2,4,False,False,False,False,False,False,False,True,False,False,False,False,6,2.5,5,3.594827586206897
620,21,1,Undergraduate,Poland,6.3,1,6.3,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.714285714285714,0,1.5775862068965518
621,23,0,Graduate,Finland,4.4,0,7.4,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.3095238095238093,5,3.0517241379310347
622,20,1,Undergraduate,Spain,6.5,1,6.2,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.7619047619047614,0,1.53448275862069
623,22,0,Graduate,Denmark,4.6,0,7.3,7,1,2,5,False,False,False,False,False,False,False,True,False,False,False,False,5,2.3571428571428568,5,3.0086206896551726
624,19,1,Undergraduate,Ireland,5.8,1,6.6,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.5,0,2.206896551724138
625,24,0,Graduate,India,7.0,1,5.8,4,0,5,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.9761904761904763,0,0.8620689655172414
626,21,1,Undergraduate,Switzerland,4.5,0,7.3,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.333333333333333,5,3.0086206896551726
627,23,0,Graduate,Turkey,6.7,1,6.1,5,0,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.8095238095238093,0,1.4913793103448274
628,20,1,Undergraduate,USA,5.5,1,6.8,6,1,3,7,False,False,False,False,False,False,False,True,False,False,False,False,3,2.428571428571428,0,2.293103448275862
629,22,0,Graduate,Mexico,6.4,1,6.2,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.7380952380952377,0,1.53448275862069
630,19,1,Undergraduate,France,4.7,0,7.2,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.380952380952381,5,2.9655172413793105
631,24,0,Graduate,Canada,5.6,1,6.7,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.4523809523809517,0,2.2500000000000004
632,21,1,Undergraduate,UK,6.2,1,6.3,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.6904761904761902,0,1.5775862068965518
633,23,0,Graduate,Italy,4.8,0,7.1,7,1,2,5,False,False,False,False,False,False,False,True,False,False,False,False,5,2.4047619047619047,5,2.9224137931034484
634,20,1,Undergraduate,Russia,6.9,1,5.9,4,0,5,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.9523809523809526,0,0.9051724137931038
635,22,0,Graduate,China,5.7,1,6.7,6,1,3,7,False,False,False,False,False,False,False,False,False,True,False,False,3,2.4761904761904763,0,2.2500000000000004
636,19,1,Undergraduate,Japan,4.4,0,7.4,8,0,2,4,False,False,False,False,False,False,False,True,False,False,False,False,6,2.5476190476190474,5,3.5517241379310347
637,24,0,Graduate,Poland,6.1,1,6.4,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.6666666666666665,0,1.6206896551724141
638,21,1,Undergraduate,Finland,4.3,0,7.5,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.2857142857142856,5,3.0948275862068964
639,23,0,Graduate,Spain,6.4,1,6.2,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.7380952380952377,0,1.53448275862069
640,20,1,Undergraduate,Denmark,4.5,0,7.3,7,1,2,5,False,False,False,False,False,False,False,True,False,False,False,False,5,2.333333333333333,5,3.0086206896551726
641,22,0,Graduate,Ireland,5.9,1,6.5,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.5238095238095237,0,2.163793103448276
642,19,1,Undergraduate,India,7.2,1,5.7,4,0,5,9,False,False,False,False,False,False,True,False,False,False,False,False,1,3.0238095238095237,0,0.8189655172413794
643,24,0,Graduate,Switzerland,4.6,0,7.2,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.3571428571428568,5,2.9655172413793105
644,21,1,Undergraduate,Turkey,6.8,1,6.0,5,0,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.833333333333333,0,1.4482758620689657
645,23,0,Graduate,USA,5.3,1,6.8,6,1,3,7,False,False,False,False,False,False,False,True,False,False,False,False,3,2.3809523809523805,0,2.293103448275862
646,22,1,Graduate,Mexico,6.3,1,6.2,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.714285714285714,0,1.53448275862069
647,20,0,Undergraduate,France,4.8,0,7.1,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.4047619047619047,5,2.9224137931034484
648,23,1,Graduate,Canada,5.7,1,6.6,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.4761904761904763,0,2.206896551724138
649,21,0,Undergraduate,UK,6.2,1,6.3,5,0,4,8,False,False,False,False,False,False,False,True,False,False,False,False,2,2.6904761904761902,0,1.5775862068965518
650,24,1,Graduate,Italy,4.7,0,7.2,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.380952380952381,5,2.9655172413793105
651,19,0,Undergraduate,Russia,6.8,1,5.9,4,0,5,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.928571428571429,0,0.9051724137931038
652,22,1,Graduate,China,5.6,1,6.7,6,1,3,7,False,False,False,False,False,False,False,False,False,True,False,False,3,2.4523809523809517,0,2.2500000000000004
653,20,0,Undergraduate,Japan,4.3,0,7.5,8,0,2,4,False,False,False,False,False,False,False,True,False,False,False,False,6,2.5238095238095237,5,3.594827586206897
654,23,1,Graduate,Poland,6.2,1,6.3,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.6904761904761902,0,1.5775862068965518
655,21,0,Undergraduate,Finland,4.4,0,7.4,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.3095238095238093,5,3.0517241379310347
656,24,1,Graduate,Spain,6.5,1,6.1,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.7619047619047614,0,1.4913793103448274
657,19,0,Undergraduate,Denmark,4.6,0,7.3,7,1,2,5,False,False,False,False,False,False,False,True,False,False,False,False,5,2.3571428571428568,5,3.0086206896551726
658,22,1,Graduate,Ireland,5.8,1,6.6,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.5,0,2.206896551724138
659,20,0,Undergraduate,India,7.1,1,5.8,4,0,5,9,False,False,False,False,False,False,True,False,False,False,False,False,1,3.0,0,0.8620689655172414
660,23,1,Graduate,Switzerland,4.5,0,7.3,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.333333333333333,5,3.0086206896551726
661,21,0,Undergraduate,Turkey,6.7,1,6.0,5,0,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.8095238095238093,0,1.4482758620689657
662,24,1,Graduate,USA,5.4,1,6.8,6,1,3,7,False,False,False,False,False,False,False,True,False,False,False,False,3,2.404761904761904,0,2.293103448275862
663,19,0,Undergraduate,Mexico,6.4,1,6.2,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.7380952380952377,0,1.53448275862069
664,22,1,Graduate,France,4.7,0,7.2,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.380952380952381,5,2.9655172413793105
665,20,0,Undergraduate,Canada,5.6,1,6.7,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.4523809523809517,0,2.2500000000000004
666,23,1,Graduate,UK,6.3,1,6.2,5,0,4,8,False,False,False,False,False,False,False,True,False,False,False,False,2,2.714285714285714,0,1.53448275862069
667,21,0,Undergraduate,Italy,4.8,0,7.1,7,1,2,5,False,False,False,False,False,False,True,False,False,False,False,False,5,2.4047619047619047,5,2.9224137931034484
668,24,1,Graduate,Russia,6.9,1,5.9,4,0,5,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.9523809523809526,0,0.9051724137931038
669,19,0,Undergraduate,China,5.7,1,6.7,6,1,3,7,False,False,False,False,False,False,False,False,False,True,False,False,3,2.4761904761904763,0,2.2500000000000004
670,22,1,Graduate,Japan,4.4,0,7.4,8,0,2,4,False,False,False,False,False,False,False,True,False,False,False,False,6,2.5476190476190474,5,3.5517241379310347
671,20,0,Undergraduate,Poland,6.1,1,6.4,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.6666666666666665,0,1.6206896551724141
672,23,1,Graduate,Finland,4.3,0,7.5,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.2857142857142856,5,3.0948275862068964
673,21,0,Undergraduate,Spain,6.4,1,6.2,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.7380952380952377,0,1.53448275862069
674,24,1,Graduate,Denmark,4.5,0,7.3,7,1,2,5,False,False,False,False,False,False,False,True,False,False,False,False,5,2.333333333333333,5,3.0086206896551726
675,19,0,Undergraduate,Ireland,5.9,1,6.5,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.5238095238095237,0,2.163793103448276
676,22,1,Graduate,India,7.2,1,5.7,4,0,5,9,True,False,False,False,False,False,False,False,False,False,False,False,1,3.0238095238095237,0,0.8189655172413794
677,20,0,Undergraduate,Switzerland,4.6,0,7.2,7,1,2,5,False,False,False,False,False,False,True,False,False,False,False,False,5,2.3571428571428568,5,2.9655172413793105
678,23,1,Graduate,Turkey,6.8,1,6.0,5,0,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.833333333333333,0,1.4482758620689657
679,21,0,Undergraduate,USA,5.3,1,6.8,6,1,3,7,False,False,False,False,False,False,False,True,False,False,False,False,3,2.3809523809523805,0,2.293103448275862
680,24,1,Graduate,Mexico,6.2,1,6.3,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.6904761904761902,0,1.5775862068965518
681,19,0,Undergraduate,France,4.7,0,7.2,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.380952380952381,5,2.9655172413793105
682,22,1,Graduate,Canada,5.8,1,6.6,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.5,0,2.206896551724138
683,20,0,Undergraduate,UK,6.1,1,6.4,5,0,4,8,False,False,False,False,False,False,False,True,False,False,False,False,2,2.6666666666666665,0,1.6206896551724141
684,23,1,Graduate,Italy,4.8,0,7.1,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.4047619047619047,5,2.9224137931034484
685,21,0,Undergraduate,Russia,6.7,1,6.0,4,0,5,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.904761904761905,0,0.9482758620689656
686,24,1,Graduate,China,5.5,1,6.8,6,1,3,7,False,False,False,False,False,False,False,False,False,True,False,False,3,2.428571428571428,0,2.293103448275862
687,19,0,Undergraduate,Japan,4.2,0,7.5,8,0,2,4,False,False,False,False,False,False,False,True,False,False,False,False,6,2.5,5,3.594827586206897
688,22,1,Graduate,Poland,6.3,1,6.2,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.714285714285714,0,1.53448275862069
689,20,0,Undergraduate,Finland,4.4,0,7.4,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.3095238095238093,5,3.0517241379310347
690,23,1,Graduate,Spain,6.5,1,6.1,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.7619047619047614,0,1.4913793103448274
